OrderID,OrderDate,RequiredDate,ShippedDate,ShipName,ShipCountry,ShipRegion,ShipAddress,ShipPostalCode,ShipCity
10593,1997-07-09 00:00:00,1997-08-06 00:00:00,1997-08-13 00:00:00,Lehmanns Marktstand,Germany,,Magazinweg 7,60528,Frankfurt a.M.
10594,1997-07-09 00:00:00,1997-08-06 00:00:00,1997-07-16 00:00:00,Old World Delicatessen,USA,AK,2743 Bering St.,99508,Anchorage
10595,1997-07-10 00:00:00,1997-08-07 00:00:00,1997-07-14 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10596,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-08-12 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
10597,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-07-18 00:00:00,Piccolo und mehr,Austria,,Geislweg 14,5020,Salzburg
10598,1997-07-14 00:00:00,1997-08-11 00:00:00,1997-07-18 00:00:00,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
10599,1997-07-15 00:00:00,1997-08-26 00:00:00,1997-07-21 00:00:00,B's Beverages,UK,,Fauntleroy Circus,EC2 5NT,London
10600,1997-07-16 00:00:00,1997-08-13 00:00:00,1997-07-21 00:00:00,Hungry Coyote Import Store,USA,OR,City Center Plaza 516 Main St.,97827,Elgin
10601,1997-07-16 00:00:00,1997-08-27 00:00:00,1997-07-22 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10602,1997-07-17 00:00:00,1997-08-14 00:00:00,1997-07-22 00:00:00,Vaffeljernet,Denmark,,Smagsloget 45,8200,Århus
10603,1997-07-18 00:00:00,1997-08-15 00:00:00,1997-08-08 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10604,1997-07-18 00:00:00,1997-08-15 00:00:00,1997-07-29 00:00:00,Furia Bacalhau e Frutos do Mar,Portugal,,Jardim das rosas n. 32,1675,Lisboa
10605,1997-07-21 00:00:00,1997-08-18 00:00:00,1997-07-29 00:00:00,Mère Paillarde,Canada,Québec,43 rue St. Laurent,H1J 1C3,Montréal
10606,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-31 00:00:00,Tradiçao Hipermercados,Brazil,SP,"Av. Inês de Castro, 414",05634-030,Sao Paulo
10607,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-25 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10608,1997-07-23 00:00:00,1997-08-20 00:00:00,1997-08-01 00:00:00,Toms Spezialitäten,Germany,,Luisenstr. 48,44087,Münster
10609,1997-07-24 00:00:00,1997-08-21 00:00:00,1997-07-30 00:00:00,Du monde entier,France,,"67, rue des Cinquante Otages",44000,Nantes
10610,1997-07-25 00:00:00,1997-08-22 00:00:00,1997-08-06 00:00:00,La maison d'Asie,France,,1 rue Alsace-Lorraine,31000,Toulouse
10611,1997-07-25 00:00:00,1997-08-22 00:00:00,1997-08-01 00:00:00,Wolski Zajazd,Poland,,ul. Filtrowa 68,01-012,Warszawa
10612,1997-07-28 00:00:00,1997-08-25 00:00:00,1997-08-01 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10613,1997-07-29 00:00:00,1997-08-26 00:00:00,1997-08-01 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10614,1997-07-29 00:00:00,1997-08-26 00:00:00,1997-08-01 00:00:00,Blauer See Delikatessen,Germany,,Forsterstr. 57,68306,Mannheim
10615,1997-07-30 00:00:00,1997-08-27 00:00:00,1997-08-06 00:00:00,Wilman Kala,Finland,,Keskuskatu 45,21240,Helsinki
10616,1997-07-31 00:00:00,1997-08-28 00:00:00,1997-08-05 00:00:00,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
10617,1997-07-31 00:00:00,1997-08-28 00:00:00,1997-08-04 00:00:00,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
10618,1997-08-01 00:00:00,1997-09-12 00:00:00,1997-08-08 00:00:00,Mère Paillarde,Canada,Québec,43 rue St. Laurent,H1J 1C3,Montréal
10619,1997-08-04 00:00:00,1997-09-01 00:00:00,1997-08-07 00:00:00,Mère Paillarde,Canada,Québec,43 rue St. Laurent,H1J 1C3,Montréal
10620,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-14 00:00:00,Laughing Bacchus Wine Cellars,Canada,BC,2319 Elm St.,V3F 2K1,Vancouver
10621,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-11 00:00:00,Island Trading,UK,Isle of Wight,Garden House Crowther Way,PO31 7PJ,Cowes
10622,1997-08-06 00:00:00,1997-09-03 00:00:00,1997-08-11 00:00:00,Ricardo Adocicados,Brazil,RJ,"Av. Copacabana, 267",02389-890,Rio de Janeiro
10623,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-12 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10624,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-19 00:00:00,The Cracker Box,USA,MT,55 Grizzly Peak Rd.,59801,Butte
10625,1997-08-08 00:00:00,1997-09-05 00:00:00,1997-08-14 00:00:00,Ana Trujillo Emparedados y helados,Mexico,,Avda. de la Constitución 2222,05021,México D.F.
10626,1997-08-11 00:00:00,1997-09-08 00:00:00,1997-08-20 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10627,1997-08-11 00:00:00,1997-09-22 00:00:00,1997-08-21 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10628,1997-08-12 00:00:00,1997-09-09 00:00:00,1997-08-20 00:00:00,Blondel père et fils,France,,"24, place Kléber",67000,Strasbourg
10629,1997-08-12 00:00:00,1997-09-09 00:00:00,1997-08-20 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
10630,1997-08-13 00:00:00,1997-09-10 00:00:00,1997-08-19 00:00:00,Königlich Essen,Germany,,Maubelstr. 90,14776,Brandenburg
10631,1997-08-14 00:00:00,1997-09-11 00:00:00,1997-08-15 00:00:00,La maison d'Asie,France,,1 rue Alsace-Lorraine,31000,Toulouse
10632,1997-08-14 00:00:00,1997-09-11 00:00:00,1997-08-19 00:00:00,Die Wandernde Kuh,Germany,,Adenauerallee 900,70563,Stuttgart
10633,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-18 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10634,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-21 00:00:00,Folies gourmandes,France,,"184, chaussée de Tournai",59000,Lille
10635,1997-08-18 00:00:00,1997-09-15 00:00:00,1997-08-21 00:00:00,Magazzini Alimentari Riuniti,Italy,,Via Ludovico il Moro 22,24100,Bergamo
10636,1997-08-19 00:00:00,1997-09-16 00:00:00,1997-08-26 00:00:00,Wartian Herkku,Finland,,Torikatu 38,90110,Oulu
10637,1997-08-19 00:00:00,1997-09-16 00:00:00,1997-08-26 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10638,1997-08-20 00:00:00,1997-09-17 00:00:00,1997-09-01 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10639,1997-08-20 00:00:00,1997-09-17 00:00:00,1997-08-27 00:00:00,Santé Gourmet,Norway,,Erling Skakkes gate 78,4110,Stavern
10640,1997-08-21 00:00:00,1997-09-18 00:00:00,1997-08-28 00:00:00,Die Wandernde Kuh,Germany,,Adenauerallee 900,70563,Stuttgart
10641,1997-08-22 00:00:00,1997-09-19 00:00:00,1997-08-26 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10642,1997-08-22 00:00:00,1997-09-19 00:00:00,1997-09-05 00:00:00,Simons bistro,Denmark,,Vinbæltet 34,1734,Kobenhavn
10643,1997-08-25 00:00:00,1997-09-22 00:00:00,1997-09-02 00:00:00,Alfreds Futterkiste,Germany,,Obere Str. 57,12209,Berlin
10644,1997-08-25 00:00:00,1997-09-22 00:00:00,1997-09-01 00:00:00,Wellington Importadora,Brazil,SP,"Rua do Mercado, 12",08737-363,Resende
10645,1997-08-26 00:00:00,1997-09-23 00:00:00,1997-09-02 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10646,1997-08-27 00:00:00,1997-10-08 00:00:00,1997-09-03 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10647,1997-08-27 00:00:00,1997-09-10 00:00:00,1997-09-03 00:00:00,Que Delícia,Brazil,RJ,"Rua da Panificadora, 12",02389-673,Rio de Janeiro
10648,1997-08-28 00:00:00,1997-10-09 00:00:00,1997-09-09 00:00:00,Ricardo Adocicados,Brazil,RJ,"Av. Copacabana, 267",02389-890,Rio de Janeiro
10649,1997-08-28 00:00:00,1997-09-25 00:00:00,1997-08-29 00:00:00,Maison Dewey,Belgium,,Rue Joseph-Bens 532,B-1180,Bruxelles
10650,1997-08-29 00:00:00,1997-09-26 00:00:00,1997-09-03 00:00:00,Familia Arquibaldo,Brazil,SP,"Rua Orós, 92",05442-030,Sao Paulo
10651,1997-09-01 00:00:00,1997-09-29 00:00:00,1997-09-11 00:00:00,Die Wandernde Kuh,Germany,,Adenauerallee 900,70563,Stuttgart
10652,1997-09-01 00:00:00,1997-09-29 00:00:00,1997-09-08 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
10653,1997-09-02 00:00:00,1997-09-30 00:00:00,1997-09-19 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10654,1997-09-02 00:00:00,1997-09-30 00:00:00,1997-09-11 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10655,1997-09-03 00:00:00,1997-10-01 00:00:00,1997-09-11 00:00:00,Reggiani Caseifici,Italy,,Strada Provinciale 124,42100,Reggio Emilia
10656,1997-09-04 00:00:00,1997-10-02 00:00:00,1997-09-10 00:00:00,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
10657,1997-09-04 00:00:00,1997-10-02 00:00:00,1997-09-15 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10658,1997-09-05 00:00:00,1997-10-03 00:00:00,1997-09-08 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10659,1997-09-05 00:00:00,1997-10-03 00:00:00,1997-09-10 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10660,1997-09-08 00:00:00,1997-10-06 00:00:00,1997-10-15 00:00:00,Hungry Coyote Import Store,USA,OR,City Center Plaza 516 Main St.,97827,Elgin
10661,1997-09-09 00:00:00,1997-10-07 00:00:00,1997-09-15 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10662,1997-09-09 00:00:00,1997-10-07 00:00:00,1997-09-18 00:00:00,Lonesome Pine Restaurant,USA,OR,89 Chiaroscuro Rd.,97219,Portland
10663,1997-09-10 00:00:00,1997-09-24 00:00:00,1997-10-03 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10664,1997-09-10 00:00:00,1997-10-08 00:00:00,1997-09-19 00:00:00,Furia Bacalhau e Frutos do Mar,Portugal,,Jardim das rosas n. 32,1675,Lisboa
10665,1997-09-11 00:00:00,1997-10-09 00:00:00,1997-09-17 00:00:00,Lonesome Pine Restaurant,USA,OR,89 Chiaroscuro Rd.,97219,Portland
10666,1997-09-12 00:00:00,1997-10-10 00:00:00,1997-09-22 00:00:00,Richter Supermarkt,Switzerland,,Starenweg 5,1204,Genève
10667,1997-09-12 00:00:00,1997-10-10 00:00:00,1997-09-19 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10668,1997-09-15 00:00:00,1997-10-13 00:00:00,1997-09-23 00:00:00,Die Wandernde Kuh,Germany,,Adenauerallee 900,70563,Stuttgart
10669,1997-09-15 00:00:00,1997-10-13 00:00:00,1997-09-22 00:00:00,Simons bistro,Denmark,,Vinbæltet 34,1734,Kobenhavn
10670,1997-09-16 00:00:00,1997-10-14 00:00:00,1997-09-18 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10671,1997-09-17 00:00:00,1997-10-15 00:00:00,1997-09-24 00:00:00,France restauration,France,,"54, rue Royale",44000,Nantes
10672,1997-09-17 00:00:00,1997-10-01 00:00:00,1997-09-26 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10673,1997-09-18 00:00:00,1997-10-16 00:00:00,1997-09-19 00:00:00,Wilman Kala,Finland,,Keskuskatu 45,21240,Helsinki
10674,1997-09-18 00:00:00,1997-10-16 00:00:00,1997-09-30 00:00:00,Island Trading,UK,Isle of Wight,Garden House Crowther Way,PO31 7PJ,Cowes
10675,1997-09-19 00:00:00,1997-10-17 00:00:00,1997-09-23 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10676,1997-09-22 00:00:00,1997-10-20 00:00:00,1997-09-29 00:00:00,Tortuga Restaurante,Mexico,,Avda. Azteca 123,05033,México D.F.
10677,1997-09-22 00:00:00,1997-10-20 00:00:00,1997-09-26 00:00:00,Antonio Moreno Taquería,Mexico,,Mataderos  2312,05023,México D.F.
10678,1997-09-23 00:00:00,1997-10-21 00:00:00,1997-10-16 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10679,1997-09-23 00:00:00,1997-10-21 00:00:00,1997-09-30 00:00:00,Blondel père et fils,France,,"24, place Kléber",67000,Strasbourg
10680,1997-09-24 00:00:00,1997-10-22 00:00:00,1997-09-26 00:00:00,Old World Delicatessen,USA,AK,2743 Bering St.,99508,Anchorage
10681,1997-09-25 00:00:00,1997-10-23 00:00:00,1997-09-30 00:00:00,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
10682,1997-09-25 00:00:00,1997-10-23 00:00:00,1997-10-01 00:00:00,Antonio Moreno Taquería,Mexico,,Mataderos  2312,05023,México D.F.
10683,1997-09-26 00:00:00,1997-10-24 00:00:00,1997-10-01 00:00:00,Du monde entier,France,,"67, rue des Cinquante Otages",44000,Nantes
10684,1997-09-26 00:00:00,1997-10-24 00:00:00,1997-09-30 00:00:00,Ottilies Käseladen,Germany,,Mehrheimerstr. 369,50739,Köln
10685,1997-09-29 00:00:00,1997-10-13 00:00:00,1997-10-03 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
10686,1997-09-30 00:00:00,1997-10-28 00:00:00,1997-10-08 00:00:00,Piccolo und mehr,Austria,,Geislweg 14,5020,Salzburg
10687,1997-09-30 00:00:00,1997-10-28 00:00:00,1997-10-30 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10688,1997-10-01 00:00:00,1997-10-15 00:00:00,1997-10-07 00:00:00,Vaffeljernet,Denmark,,Smagsloget 45,8200,Århus
10689,1997-10-01 00:00:00,1997-10-29 00:00:00,1997-10-07 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10690,1997-10-02 00:00:00,1997-10-30 00:00:00,1997-10-03 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10691,1997-10-03 00:00:00,1997-11-14 00:00:00,1997-10-22 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10692,1997-10-03 00:00:00,1997-10-31 00:00:00,1997-10-13 00:00:00,Alfred's Futterkiste,Germany,,Obere Str. 57,12209,Berlin
10693,1997-10-06 00:00:00,1997-10-20 00:00:00,1997-10-10 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
10694,1997-10-06 00:00:00,1997-11-03 00:00:00,1997-10-09 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10695,1997-10-07 00:00:00,1997-11-18 00:00:00,1997-10-14 00:00:00,Wilman Kala,Finland,,Keskuskatu 45,21240,Helsinki
10696,1997-10-08 00:00:00,1997-11-19 00:00:00,1997-10-14 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
10697,1997-10-08 00:00:00,1997-11-05 00:00:00,1997-10-14 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10698,1997-10-09 00:00:00,1997-11-06 00:00:00,1997-10-17 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10699,1997-10-09 00:00:00,1997-11-06 00:00:00,1997-10-13 00:00:00,Morgenstern Gesundkost,Germany,,Heerstr. 22,04179,Leipzig
10700,1997-10-10 00:00:00,1997-11-07 00:00:00,1997-10-16 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10701,1997-10-13 00:00:00,1997-10-27 00:00:00,1997-10-15 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10702,1997-10-13 00:00:00,1997-11-24 00:00:00,1997-10-21 00:00:00,Alfred's Futterkiste,Germany,,Obere Str. 57,12209,Berlin
10703,1997-10-14 00:00:00,1997-11-11 00:00:00,1997-10-20 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10704,1997-10-14 00:00:00,1997-11-11 00:00:00,1997-11-07 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10705,1997-10-15 00:00:00,1997-11-12 00:00:00,1997-11-18 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10706,1997-10-16 00:00:00,1997-11-13 00:00:00,1997-10-21 00:00:00,Old World Delicatessen,USA,AK,2743 Bering St.,99508,Anchorage
10707,1997-10-16 00:00:00,1997-10-30 00:00:00,1997-10-23 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10708,1997-10-17 00:00:00,1997-11-28 00:00:00,1997-11-05 00:00:00,The Big Cheese,USA,OR,89 Jefferson Way Suite 2,97201,Portland
10709,1997-10-17 00:00:00,1997-11-14 00:00:00,1997-11-20 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
10710,1997-10-20 00:00:00,1997-11-17 00:00:00,1997-10-23 00:00:00,Franchi S.p.A.,Italy,,Via Monte Bianco 34,10100,Torino
10711,1997-10-21 00:00:00,1997-12-02 00:00:00,1997-10-29 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10712,1997-10-21 00:00:00,1997-11-18 00:00:00,1997-10-31 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10713,1997-10-22 00:00:00,1997-11-19 00:00:00,1997-10-24 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10714,1997-10-22 00:00:00,1997-11-19 00:00:00,1997-10-27 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10715,1997-10-23 00:00:00,1997-11-06 00:00:00,1997-10-29 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10716,1997-10-24 00:00:00,1997-11-21 00:00:00,1997-10-27 00:00:00,Rancho grande,Argentina,,Av. del Libertador 900,1010,Buenos Aires
10717,1997-10-24 00:00:00,1997-11-21 00:00:00,1997-10-29 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10718,1997-10-27 00:00:00,1997-11-24 00:00:00,1997-10-29 00:00:00,Königlich Essen,Germany,,Maubelstr. 90,14776,Brandenburg
10719,1997-10-27 00:00:00,1997-11-24 00:00:00,1997-11-05 00:00:00,Let's Stop N Shop,USA,CA,87 Polk St. Suite 5,94117,San Francisco
10720,1997-10-28 00:00:00,1997-11-11 00:00:00,1997-11-05 00:00:00,Que Delícia,Brazil,RJ,"Rua da Panificadora, 12",02389-673,Rio de Janeiro
10721,1997-10-29 00:00:00,1997-11-26 00:00:00,1997-10-31 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10722,1997-10-29 00:00:00,1997-12-10 00:00:00,1997-11-04 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10723,1997-10-30 00:00:00,1997-11-27 00:00:00,1997-11-25 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
10724,1997-10-30 00:00:00,1997-12-11 00:00:00,1997-11-05 00:00:00,Mère Paillarde,Canada,Québec,43 rue St. Laurent,H1J 1C3,Montréal
10725,1997-10-31 00:00:00,1997-11-28 00:00:00,1997-11-05 00:00:00,Familia Arquibaldo,Brazil,SP,"Rua Orós, 92",05442-030,Sao Paulo
10726,1997-11-03 00:00:00,1997-11-17 00:00:00,1997-12-05 00:00:00,Eastern Connection,UK,,35 King George,WX3 6FW,London
10727,1997-11-03 00:00:00,1997-12-01 00:00:00,1997-12-05 00:00:00,Reggiani Caseifici,Italy,,Strada Provinciale 124,42100,Reggio Emilia
10728,1997-11-04 00:00:00,1997-12-02 00:00:00,1997-11-11 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10729,1997-11-04 00:00:00,1997-12-16 00:00:00,1997-11-14 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10730,1997-11-05 00:00:00,1997-12-03 00:00:00,1997-11-14 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10731,1997-11-06 00:00:00,1997-12-04 00:00:00,1997-11-14 00:00:00,Chop-suey Chinese,Switzerland,,Hauptstr. 31,3012,Bern
10732,1997-11-06 00:00:00,1997-12-04 00:00:00,1997-11-07 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10733,1997-11-07 00:00:00,1997-12-05 00:00:00,1997-11-10 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10734,1997-11-07 00:00:00,1997-12-05 00:00:00,1997-11-12 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
10735,1997-11-10 00:00:00,1997-12-08 00:00:00,1997-11-21 00:00:00,Let's Stop N Shop,USA,CA,87 Polk St. Suite 5,94117,San Francisco
10736,1997-11-11 00:00:00,1997-12-09 00:00:00,1997-11-21 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10737,1997-11-11 00:00:00,1997-12-09 00:00:00,1997-11-18 00:00:00,Vins et alcools Chevalier,France,,59 rue de l'Abbaye,51100,Reims
10738,1997-11-12 00:00:00,1997-12-10 00:00:00,1997-11-18 00:00:00,Spécialités du monde,France,,"25, rue Lauriston",75016,Paris
10739,1997-11-12 00:00:00,1997-12-10 00:00:00,1997-11-17 00:00:00,Vins et alcools Chevalier,France,,59 rue de l'Abbaye,51100,Reims
10740,1997-11-13 00:00:00,1997-12-11 00:00:00,1997-11-25 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
10741,1997-11-14 00:00:00,1997-11-28 00:00:00,1997-11-18 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10742,1997-11-14 00:00:00,1997-12-12 00:00:00,1997-11-18 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
10743,1997-11-17 00:00:00,1997-12-15 00:00:00,1997-11-21 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10744,1997-11-17 00:00:00,1997-12-15 00:00:00,1997-11-24 00:00:00,Vaffeljernet,Denmark,,Smagsloget 45,8200,Århus
10745,1997-11-18 00:00:00,1997-12-16 00:00:00,1997-11-27 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10746,1997-11-19 00:00:00,1997-12-17 00:00:00,1997-11-21 00:00:00,Chop-suey Chinese,Switzerland,,Hauptstr. 31,3012,Bern
10747,1997-11-19 00:00:00,1997-12-17 00:00:00,1997-11-26 00:00:00,Piccolo und mehr,Austria,,Geislweg 14,5020,Salzburg
10748,1997-11-20 00:00:00,1997-12-18 00:00:00,1997-11-28 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10749,1997-11-20 00:00:00,1997-12-18 00:00:00,1997-12-19 00:00:00,Island Trading,UK,Isle of Wight,Garden House Crowther Way,PO31 7PJ,Cowes
10750,1997-11-21 00:00:00,1997-12-19 00:00:00,1997-11-24 00:00:00,Wartian Herkku,Finland,,Torikatu 38,90110,Oulu
10751,1997-11-24 00:00:00,1997-12-22 00:00:00,1997-12-03 00:00:00,Richter Supermarkt,Switzerland,,Starenweg 5,1204,Genève
10752,1997-11-24 00:00:00,1997-12-22 00:00:00,1997-11-28 00:00:00,North/South,UK,,South House 300 Queensbridge,SW7 1RZ,London
10753,1997-11-25 00:00:00,1997-12-23 00:00:00,1997-11-27 00:00:00,Franchi S.p.A.,Italy,,Via Monte Bianco 34,10100,Torino
10754,1997-11-25 00:00:00,1997-12-23 00:00:00,1997-11-27 00:00:00,Magazzini Alimentari Riuniti,Italy,,Via Ludovico il Moro 22,24100,Bergamo
10755,1997-11-26 00:00:00,1997-12-24 00:00:00,1997-11-28 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10756,1997-11-27 00:00:00,1997-12-25 00:00:00,1997-12-02 00:00:00,Split Rail Beer & Ale,USA,WY,P.O. Box 555,82520,Lander
10757,1997-11-27 00:00:00,1997-12-25 00:00:00,1997-12-15 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10758,1997-11-28 00:00:00,1997-12-26 00:00:00,1997-12-04 00:00:00,Richter Supermarkt,Switzerland,,Starenweg 5,1204,Genève
10759,1997-11-28 00:00:00,1997-12-26 00:00:00,1997-12-12 00:00:00,Ana Trujillo Emparedados y helados,Mexico,,Avda. de la Constitución 2222,05021,México D.F.
10760,1997-12-01 00:00:00,1997-12-29 00:00:00,1997-12-10 00:00:00,Maison Dewey,Belgium,,Rue Joseph-Bens 532,B-1180,Bruxelles
10761,1997-12-02 00:00:00,1997-12-30 00:00:00,1997-12-08 00:00:00,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
10762,1997-12-02 00:00:00,1997-12-30 00:00:00,1997-12-09 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10763,1997-12-03 00:00:00,1997-12-31 00:00:00,1997-12-08 00:00:00,Folies gourmandes,France,,"184, chaussée de Tournai",59000,Lille
10764,1997-12-03 00:00:00,1997-12-31 00:00:00,1997-12-08 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10765,1997-12-04 00:00:00,1998-01-01 00:00:00,1997-12-09 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10766,1997-12-05 00:00:00,1998-01-02 00:00:00,1997-12-09 00:00:00,Ottilies Käseladen,Germany,,Mehrheimerstr. 369,50739,Köln
